model,split,run,id,tier,family,cid,faithful,status
qwen3-max,multivariate,1,T4-8c-9146,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9146,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9146,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9146,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9147,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,1,T4-8c-9147,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9147,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,1,T4-8c-9147,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9147,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9147,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9147,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9148,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9149,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,1,T4-8c-9149,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9149,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9149,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,1,T4-8c-9149,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9149,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,1,T4-8c-9149,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,1,T4-OD-7700,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7700,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7700,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7700,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7701,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7701,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7701,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7701,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7702,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7702,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7702,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7702,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7703,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7703,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7703,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7703,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7704,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7704,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7704,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7704,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7705,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7705,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7705,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7705,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7706,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7706,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7706,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7706,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7707,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7707,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7707,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7707,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7708,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7708,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7708,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7708,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7709,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7709,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7709,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7709,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7710,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7710,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7710,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7710,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7711,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7711,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7711,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7711,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7712,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7712,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7712,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7712,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7713,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7713,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7713,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7713,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7714,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7714,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7714,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7714,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7715,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7715,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7715,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7715,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7716,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7716,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7716,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7716,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7717,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7717,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7717,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7717,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7718,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7718,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7718,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7718,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7719,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7719,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7719,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7719,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7720,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7720,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7720,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7720,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7721,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7721,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7721,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7721,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7722,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7722,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7722,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7722,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,1,T4-OD-7723,Very hard,sum_hi,sum_hi,1,ok
qwen3-max,multivariate,1,T4-OD-7723,Very hard,sum_lo,sum_lo,1,ok
qwen3-max,multivariate,1,T4-OD-7723,Very hard,gap_a,gap_a,1,ok
qwen3-max,multivariate,1,T4-OD-7723,Very hard,gap_b,gap_b,1,ok
qwen3-max,multivariate,2,T4-3c-9000,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9000,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9000,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9001,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9001,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9001,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9002,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9002,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9002,Hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9003,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9003,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9003,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9004,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9004,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9004,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9005,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9005,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9005,Hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9006,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9006,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9006,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9007,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9007,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9007,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9008,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9008,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9008,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9009,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9009,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9009,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9010,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9010,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9010,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9011,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9011,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9011,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9012,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9012,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9012,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9013,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9013,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9013,Hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9014,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9014,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9014,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9015,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9015,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9015,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9016,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9016,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9016,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9017,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9017,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9017,Hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9018,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9018,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9018,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9019,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9019,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9019,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9020,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9020,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9020,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9021,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9021,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9021,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9022,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9022,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9022,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9023,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9023,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9023,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9024,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9024,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9024,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9025,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9025,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9025,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9026,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9026,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9026,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9027,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-3c-9027,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9027,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9028,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-3c-9028,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-3c-9028,Hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9029,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9029,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-3c-9029,Hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9030,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9030,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9030,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9030,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9030,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9031,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9031,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9031,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9031,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9031,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9032,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9032,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9032,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9032,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9032,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9033,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9033,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9033,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9033,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9033,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9034,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9034,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9034,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9034,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9034,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9035,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9035,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9035,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9035,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9035,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9036,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9036,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9036,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9036,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9036,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9037,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9037,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9037,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9037,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9037,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9038,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9038,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9038,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9038,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9038,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9039,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9039,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9039,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9039,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9039,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9040,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9040,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9040,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9040,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9040,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9041,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9041,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9041,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9041,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9041,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9042,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9042,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9042,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9042,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9042,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9043,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9043,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9043,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9043,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9043,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9044,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9044,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9044,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9044,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9044,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9045,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9045,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9045,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9045,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9045,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9046,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9046,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9046,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9046,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9046,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9047,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9047,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9047,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9047,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9047,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9048,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,2,T4-5c-9048,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9048,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9048,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9048,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9049,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9049,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9049,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9049,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9049,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9050,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,2,T4-5c-9050,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9050,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9050,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,2,T4-5c-9050,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9051,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,2,T4-5c-9051,Very hard,order_rel,order_rel,1,ok
